Id,Project_Id,DocName,FilePath,Description,DocCategory
1119,115,"Masekelo School desks Project no 370 Questions 1.docx","~/CMS/Docs/115/General Correspondence/Masekelo School desks Project no 370 Questions 1.docx","Questions 1 re application proceed July 7th 2014","General Correspondence"
1120,37,"Kividea Progress report Apr 2014.pdf","~/CMS/Docs/37/Project Report/Kividea Progress report Apr 2014.pdf","2014-04 Progress Report","Project Report"
1122,37,"Report phase 2 June 2014.doc","~/CMS/Docs/37/Project Report/Report phase 2 June 2014.doc","2014-06 Progress Report","Project Report"
1123,37,IMG20140707WA0023.jpg,"~/CMS/Docs/37/Project Report/IMG20140707WA0023.jpg","2014-06 Photo of Computer Room","Project Report"
1124,117,"Nilusha VSO 5004 Thank you message etc may 2014.eml","~/CMS/Docs/117/Project Report/Nilusha VSO 5004 Thank you message etc may 2014.eml","Report from Niolusha re projector and photos JP 10th  July 2014","Project Report"
1125,44,"Nilusha ten email re report from JP.eml","~/CMS/Docs/44/General Correspondence/Nilusha ten email re report from JP.eml","reply re report form JP","General Correspondence"
1126,16,image.jpg,"~/CMS/Docs/16/Project Report/image.jpg","3 photos from TAFE bees 330","Project Report"
1127,16,image.jpg,"~/CMS/Docs/16/--Please Select--/image.jpg","Bee keeping photos 2","Project Report"
1128,16,"20140705 13.20.11.jpg","~/CMS/Docs/16/Project Report/20140705 13.20.11.jpg","Bees 3","Project Report"
1129,140,TDTApplicationFormJan2014.docx,"~/CMS/Docs/140/Application Form/TDTApplicationFormJan2014.docx","Application Form","Application Form"
1130,140,document.jpeg,"~/CMS/Docs/140/Documents supporting Application form/document.jpeg","Letter of recommendation","Documents supporting Application form"
1131,140,Screenshot.png,"~/CMS/Docs/140/Documents supporting Application form/Screenshot.png","Certificate of private company","Documents supporting Application form"
1132,140,"Your application to Tanzania Development Trust.htm","~/CMS/Docs/140/General Correspondence/Your application to Tanzania Development Trust.htm","Email correspondence July 14","General Correspondence"
1133,141,"Apollo Temu.htm","~/CMS/Docs/141/General Correspondence/Apollo Temu.htm","Initial email chain","General Correspondence"
1134,142,"TDT PROPOSAL.doc","~/CMS/Docs/142/Application Form/TDT PROPOSAL.doc","Application Form","Application Form"
1135,142,"DISTRICT RECOMMENDATION LETTER.doc","~/CMS/Docs/142/Documents supporting Application form/DISTRICT RECOMMENDATION LETTER.doc","Recommendation letter - looks dodgy","Documents supporting Application form"
1136,142,"EXPLANATION OF WHERE PROJECT IS.doc","~/CMS/Docs/142/Documents supporting Application form/EXPLANATION OF WHERE PROJECT IS.doc","Project location","Documents supporting Application form"
1137,142,PROPOSERS.doc,"~/CMS/Docs/142/Documents supporting Application form/PROPOSERS.doc","Pictures of proposers","Documents supporting Application form"
1138,142,REGISTRATION.doc,"~/CMS/Docs/142/Documents supporting Application form/REGISTRATION.doc","Registration certificate","Documents supporting Application form"
1139,142,"TLB UYUI PICTURES.doc","~/CMS/Docs/142/Documents supporting Application form/TLB UYUI PICTURES.doc",Pictures,"Documents supporting Application form"
1140,142,"RE SUBMISSION OF A FULL PROPOSAL.htm","~/CMS/Docs/142/General Correspondence/RE SUBMISSION OF A FULL PROPOSAL.htm","Emails June/July 14","General Correspondence"
1141,115,"P O support mail 1 July 16th.eml","~/CMS/Docs/115/Other Correspondence/P O support mail 1 July 16th.eml","Email to new POs re using this data base ","Other Correspondence"
1142,115,"Re MASEKELO SECONDARY SCHOOL DESKS AND CHAIRS.eml","~/CMS/Docs/115/General Correspondence/Re MASEKELO SECONDARY SCHOOL DESKS AND CHAIRS.eml","Email from Stephen and my reply. 18th July 2014 JP","General Correspondence"
1143,13,"RE IKONDO SECONDARY SCHOOL PROJECT 2013 new.htm","~/CMS/Docs/13/General Correspondence/RE IKONDO SECONDARY SCHOOL PROJECT 2013 new.htm","Allocation of PO email 18 July 2014","General Correspondence"
1144,143,TDTApplicationFormJan2014.doc,"~/CMS/Docs/143/Application Form/TDTApplicationFormJan2014.doc","Application Form","Application Form"
1145,143,"BOQ 1.pdf","~/CMS/Docs/143/Documents supporting Application form/BOQ 1.pdf","Bill of Quanitities 1","Documents supporting Application form"
1146,143,"BOQ 2.pdf","~/CMS/Docs/143/Documents supporting Application form/BOQ 2.pdf","Bill of Quanitities 2","Documents supporting Application form"
1147,143,"BOQ 3.pdf","~/CMS/Docs/143/Documents supporting Application form/BOQ 3.pdf","Bill of Quanitities 3","Documents supporting Application form"
1148,143,"PICHA 30001.pdf","~/CMS/Docs/143/Documents supporting Application form/PICHA 30001.pdf","Picture 1","Documents supporting Application form"
1149,143,"PICHA 30002.pdf","~/CMS/Docs/143/Documents supporting Application form/PICHA 30002.pdf","Picture 2","Documents supporting Application form"
1150,143,"PICHA 30003.pdf","~/CMS/Docs/143/Documents supporting Application form/PICHA 30003.pdf","Picture 3","Documents supporting Application form"
1151,143,"RECOMENDATION LETTER.pdf","~/CMS/Docs/143/Documents supporting Application form/RECOMENDATION LETTER.pdf","Recommendation Letter","Documents supporting Application form"
1152,143,"ngasamo secondary schoolsimiyu.doc","~/CMS/Docs/143/Documents supporting Application form/ngasamo secondary schoolsimiyu.doc","Description of the school","Documents supporting Application form"
1153,143,"RE RE SUBMITTING GIRLS DORMITORY FINISHINGNGASAMO SECONDARY SCHOOL.htm","~/CMS/Docs/143/General Correspondence/RE RE SUBMITTING GIRLS DORMITORY FINISHINGNGASAMO SECONDARY SCHOOL.htm","Email about waiting list 18 July 14","General Correspondence"
1154,61,"YAAPA 4th Quarterly and Final Project Narrative and Finacial Report.docx","~/CMS/Docs/61/Project Report/YAAPA 4th Quarterly and Final Project Narrative and Finacial Report.docx","4th Quarterly Report","Project Report"
1155,92,"Mwanga TDTApplicationFormJan2014.docx","~/CMS/Docs/92/Application Form/Mwanga TDTApplicationFormJan2014.docx","Application Form","Application Form"
1156,92,"RE Your enquiry to TDT.htm","~/CMS/Docs/92/General Correspondence/RE Your enquiry to TDT.htm","email 19 July 2014 asking for more information","General Correspondence"
1157,144,"TDTApplicationFormJan2014 1.docx","~/CMS/Docs/144/Application Form/TDTApplicationFormJan2014 1.docx","Application Form","Application Form"
1158,144,"CERTIFICATE NA BARUA.pdf","~/CMS/Docs/144/Documents supporting Application form/CERTIFICATE NA BARUA.pdf","Registration Certificate and Recommendation Letter","Documents supporting Application form"
1159,144,"RE Submission of Application form.htm","~/CMS/Docs/144/General Correspondence/RE Submission of Application form.htm","Initial email chain","General Correspondence"
1160,145,"REDESA PROFILE.docx","~/CMS/Docs/145/Documents supporting Application form/REDESA PROFILE.docx","Profile of REDESA","Documents supporting Application form"
1161,145,"FW Request to be our partner in Masasi youth development projects.htm","~/CMS/Docs/145/General Correspondence/FW Request to be our partner in Masasi youth development projects.htm","Email chain July 14","General Correspondence"
1162,146,"TDT application.docx","~/CMS/Docs/146/Application Form/TDT application.docx","Application Form","Application Form"
1163,146,"FW application READ International.htm","~/CMS/Docs/146/General Correspondence/FW application READ International.htm","Initial application email 16 July 14","General Correspondence"
1164,146,"Your application to TDT.htm","~/CMS/Docs/146/General Correspondence/Your application to TDT.htm","Initial response 20 July 14","General Correspondence"
1165,71,"REPORT REF.docx","~/CMS/Docs/71/Visit Report/REPORT REF.docx","Report of Richard and Bryony Loader June 2014","Visit Report"
1166,115,"MASEKELO answers to questions 1.eml","~/CMS/Docs/115/General Correspondence/MASEKELO answers to questions 1.eml","Answers to questions 1.  JP 18 July","General Correspondence"
1167,115,"Confirmation of status code 3 to Head teacher.eml","~/CMS/Docs/115/General Correspondence/Confirmation of status code 3 to Head teacher.eml","Confirmation of status code 3 to Head teacher.  JP 25 July","General Correspondence"
1168,115,"Re MASEKELO quotations for costs JP 25 July.eml","~/CMS/Docs/115/General Correspondence/Re MASEKELO quotations for costs JP 25 July.eml","Email re official quotations","General Correspondence"
1169,56,"Elearning pilot project in Tunamkumbuka and Rubale.eml","~/CMS/Docs/56/Other Correspondence/Elearning pilot project in Tunamkumbuka and Rubale.eml","email re elearning contact details","Other Correspondence"
1170,56,"Re Possible additional project development in E learning  response needed by July 31st.eml","~/CMS/Docs/56/Other Correspondence/Re Possible additional project development in E learning  response needed by July 31st.eml","email re elearning 2","Other Correspondence"
1171,71,"Youtube video.htm","~/CMS/Docs/71/Visit Report/Youtube video.htm","Youtube video of June 2014 meeting","Visit Report"
1172,106,"Chamwino Beekeeping Extension Project.htm","~/CMS/Docs/106/General Correspondence/Chamwino Beekeeping Extension Project.htm","Initial list of questions August 2014","General Correspondence"
1173,65,"Ammendment to application.docx","~/CMS/Docs/65/Documents supporting Application form/Ammendment to application.docx","New Proposal for rainwater harvesting","Documents supporting Application form"
1174,65,"Drawings of rainwater capture.pdf","~/CMS/Docs/65/Documents supporting Application form/Drawings of rainwater capture.pdf","Drawings for rainwater harvesting","Documents supporting Application form"
1175,106,"Answers to questions.htm","~/CMS/Docs/106/General Correspondence/Answers to questions.htm","Answers to questions 10 Aug 14","General Correspondence"
1176,106,"Project Additional information.pdf","~/CMS/Docs/106/Documents supporting Application form/Project Additional information.pdf","Document answering initial questions 10 Aug 14","Documents supporting Application form"
1177,106,"REVISED TARDIBUDGET.pdf","~/CMS/Docs/106/Documents supporting Application form/REVISED TARDIBUDGET.pdf","Revised Budget","Documents supporting Application form"
1178,106,"kazi polis.pdf","~/CMS/Docs/106/Documents supporting Application form/kazi polis.pdf","Letter from Juhudi Cooperative and Police Chief","Documents supporting Application form"
1179,106,"Expected revenue from the beekeeping demonstration farm.pdf","~/CMS/Docs/106/Documents supporting Application form/Expected revenue from the beekeeping demonstration farm.pdf","Expected revenue from demonstration farm","Documents supporting Application form"
1180,142,"WORK PLAN OF THE PROJECT.doc","~/CMS/Docs/142/Documents supporting Application form/WORK PLAN OF THE PROJECT.doc","Work Plan of the Project","Documents supporting Application form"
1181,142,"TDT COMMITEMENT LETTER.doc","~/CMS/Docs/142/Documents supporting Application form/TDT COMMITEMENT LETTER.doc","Commitment Letter","Documents supporting Application form"
1182,142,"TDT BUDGET.xls","~/CMS/Docs/142/Documents supporting Application form/TDT BUDGET.xls",Budget,"Documents supporting Application form"
1183,142,"Performance Monitoring Plan.doc","~/CMS/Docs/142/Documents supporting Application form/Performance Monitoring Plan.doc","Performance Monitoring Plan","Documents supporting Application form"
1184,33,"CONSTRUCTION REPORT submitted 75 complete.docx","~/CMS/Docs/33/Other Correspondence/CONSTRUCTION REPORT submitted 75 complete.docx","First project report 75% completed july 2014","Other Correspondence"
1185,33,"july 2014 for report.doc","~/CMS/Docs/33/Other Correspondence/july 2014 for report.doc","Submission for the Annual report 2014","Other Correspondence"
1186,33,"completed project photograph august 2014.doc","~/CMS/Docs/33/Other Correspondence/completed project photograph august 2014.doc","Photograph of completed tank  august 2014
Report still to follow,
Linus computer stolen causing issues","Other Correspondence"
1187,67,"completed PROJECT REPORT 2014.doc","~/CMS/Docs/67/Other Correspondence/completed PROJECT REPORT 2014.doc","Completed project report from Ndatala August 2014","Other Correspondence"
1188,67,"FINANCIAL REPORT FOR TDT PROJECT IMPLEMENTED BY EBENEZA GROUP 1.pdf","~/CMS/Docs/67/Other Correspondence/FINANCIAL REPORT FOR TDT PROJECT IMPLEMENTED BY EBENEZA GROUP 1.pdf","Financial report from Ndatala August 2014","Other Correspondence"
1189,67,"SEWING RECEIPTS.jpg","~/CMS/Docs/67/Other Correspondence/SEWING RECEIPTS.jpg","Receipt evidence  sewing machines August 2014","Other Correspondence"
1190,67,"receipt for furniture Ebeneza.jpg","~/CMS/Docs/67/Other Correspondence/receipt for furniture Ebeneza.jpg","Receipt evidence furniture August 2014","Other Correspondence"
1191,67,"Further RECEIPTS Ebeneza 2014.jpg","~/CMS/Docs/67/Other Correspondence/Further RECEIPTS Ebeneza 2014.jpg"," Further Receipt evidence August 2014","Other Correspondence"
1192,115,"370 MASEKELO SEC SCHOOL DESKS AND CHAIRS quotations and ID  and photos.eml","~/CMS/Docs/115/Documents supporting Application form/370 MASEKELO SEC SCHOOL DESKS AND CHAIRS quotations and ID  and photos.eml","Quotations,  IDs and photos of school August 2014","Documents supporting Application form"
1193,115,"370  reply to S Mahambo re emaIL QUOTATIONS ETC MASEKELO SEC SCHOOL DESKS AND CHAIRS.eml","~/CMS/Docs/115/General Correspondence/370  reply to S Mahambo re emaIL QUOTATIONS ETC MASEKELO SEC SCHOOL DESKS AND CHAIRS.eml","Reply to Email on Quotations JP","General Correspondence"
1194,115,"370 mESSAGE FORM jANET RE VISITS  MASEKELO SEC SCHOOL DESKS AND CHAIRS.eml","~/CMS/Docs/115/General Correspondence/370 mESSAGE FORM jANET RE VISITS  MASEKELO SEC SCHOOL DESKS AND CHAIRS.eml","Email Janet C re visit","General Correspondence"
1195,135,"VSO Annelies Wissink Approval.eml","~/CMS/Docs/135/General Correspondence/VSO Annelies Wissink Approval.eml","Grant approvaL message JP ","General Correspondence"
1196,135,"VSO grant Annelies Wissink Pemba.eml","~/CMS/Docs/135/Project Report/VSO grant Annelies Wissink Pemba.eml"," First report form Annelies with two phhotos of windows !","Project Report"
1197,135,"VSO Reply to Annelies.eml","~/CMS/Docs/135/Project Report/VSO Reply to Annelies.eml","Reply to Annelies re report 1","Project Report"
1198,118,"372 Confirmation of Status code 3 to applicant   Miungu Water pipeline.eml","~/CMS/Docs/118/General Correspondence/372 Confirmation of Status code 3 to applicant   Miungu Water pipeline.eml","Email to applicant re status code 2 JP August 17th 2014","General Correspondence"
1199,118,"Miungu Water project  first emails DC.docx","~/CMS/Docs/118/General Correspondence/Miungu Water project  first emails DC.docx","First emails DC to applicant etc","General Correspondence"
